Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Sri Lanka,LKA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,3.890403243,5.564754952,-3.437402913,0.047356566,6.037934944,-5.909313362,6.207862354,0.074869461,-0.582862754,4.288099811,-3.189177322,-2.03844495,1.1554648,-13.34199556,20.03838349,2.251865207,-13.27699454,9.472426907,13.79610723,3.601302109,10.01363797,4.533188836,-0.721560119,-0.761027664,4.999093648,12.97497137,0.516861597,7.146015545,6.689879164,6.699981956,6.700007866,6.700001238,13.1999944,13.1000186,2.900005367,3.90000163,11.69024409,0.966668634,3.994704893,17.98825545,-5.27331596,6.263341166,3.356296889,7.743501488,6.646166133,3.84046135,7.327287597,0.390200288,-12.30572406,,,,,,,4.874180563,7.659440035,5.375058124,1.704179883,-29.55879646,10.11653359,10.22171856,12.02921981,
Lower middle income,LMC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,10.89561947,1.349277731,0.353723183,3.435569239,13.47195719,3.090835367,5.416890737,7.859818586,-1.028152346,3.462106452,12.86420461,4.041142783,5.564268299,8.529897679,10.93359436,7.942891514,-3.289744349,5.969180714,4.63603182,-3.665813104,7.466644622,4.826876098,8.96829792,9.19641371,6.934940767,6.915526635,7.619545904,7.127152306,9.838673339,13.38333304,7.764110171,4.707517822,2.050420703,10.05043938,11.8350224,5.691467623,10.00339665,8.474042549,18.531848,18.42075045,14.58316205,8.176793395,10.52029394,-4.802238908,12.89955159,10.27026763,5.908065453,6.679880388,3.69115782,0.322272415,4.195004842,11.91052245,10.7693303,1.469554181,-8.840774273,16.73303365,13.13860148,3.685608257,
Low & middle income,LMY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,10.34327259,34.37672926,16.27901969,13.99997814,7.016950258,-27.86823298,15.90900348,3.920476387,20.75567756,-6.250682652,16.66731182,42.85636372,19.99999848,16.66666561,14.2862665,43.7495443,-13.04328758,99.99961291,35.00012637,30.74078146,4.107564433,-6.081650073,-4.737005176,18.18738351,16.90678225,14.47283849,-5.848962721,108.6345625,25.22904151,-1.104816675,24.31992711,32.25461022,33.86955323,17.83292244,6.60696716,49.88584685,9.391891408,27.19124638,-4.797807337,34.26925874,75.6032139,39.87786516,-3.863786617,2.043597773,-5.362243664,21.82413364,13.17515963,8.165812688,-7.410379285,0.4926569,11.8681828,-2.231670452,-8.291276373,-10.03563559,18.49603027,12.28777948,1.998953677,5.267135789,-15.20547906,-15.37540288,8.050207481,-5.545428194,-15.59404807,
Late-demographic dividend,LTE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.84564288,23.9201729,3.79578885,-18.82506338,14.02083915,24.07250294,20.18956559,9.073171503,7.239984152,19.84299833,12.8072518,3.193205395,11.61761696,-13.67587546,16.38173047,14.54687075,10.84752934,7.269752718,-1.822668902,2.422510936,4.927678417,13.53116161,6.840035559,10.04138321,0.068054322,16.58490859,12.3878715,-3.39657706,
Luxembourg,LUX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,3.871414381,5.281347368,13.88985146,10.74662745,-15.66675349,0.945781251,4.234603805,2.748052822,9.664350844,-1.447553271,-4.823046084,-0.313521156,5.289805912,18.02843136,8.797108305,2.981120734,3.319862092,11.07261339,12.58843226,5.58721882,9.185376207,2.731054362,4.758549552,7.690356111,4.570870463,6.179014802,13.47449279,16.23566474,12.01166186,17.01006446,6.417122284,-0.098401548,2.783519008,9.23189878,5.976379671,12.92243571,5.128287951,-0.327642744,-7.24332805,10.15632439,4.388150504,1.618923306,6.316169227,6.516140792,5.139412088,5.308806701,-0.226858073,3.611604496,5.995791841,0.59366476,10.27836907,-0.641085629,-1.366476377,
Latvia,LVA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.60065858,12.74796087,4.718681611,-6.349151143,14.3962892,8.675008315,4.927266597,4.112291873,13.88963382,23.67740318,7.451980524,13.9213037,2.407106724,-12.95446141,13.61607329,12.46084731,9.48501649,0.65929937,6.560649976,3.05524371,3.892643775,6.455426068,4.363057026,-0.570169295,-0.297620723,9.092542657,11.41995205,-4.69823608,
"Macao SAR, China",MAC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,10.55894816,10.85529097,-4.255535501,10.50102222,17.39872171,5.714402669,6.905965035,7.15346445,-0.417455381,8.09897999,2.472799209,5.025433597,5.743420669,-0.57529144,-1.733085419,-2.454143662,-0.696284072,19.07725948,5.64471703,12.28301931,11.58125039,29.89826119,-1.011776768,8.812803453,18.65914845,6.110727338,-0.368031165,39.73136184,25.74187977,10.5488092,13.13984656,-4.438204672,-26.56669904,-1.923438338,16.80904733,9.82909297,-2.22038759,-65.59847576,83.54136055,-25.15549534,87.44872172,
St. Martin (French part),MAF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-10.64688771,1.809893778,2.123986111,13.42661314,-8.202553706,-0.218338764,9.924210599,3.77792145,9.990988722,3.024496848,1.008715284,14.26665202,15.28421196,-6.238953551,-16.73308226,10.33865919,7.197971625,3.719611208,2.086783268,1.711002476,6.568134619,7.399927059,8.797533097,5.616416608,1.671197557,-0.518467851,8.544833988,21.10254042,-5.831304454,17.19415383,2.156632456,4.82777204,0.043862207,8.929363001,-11.19794376,6.512416385,6.576411666,5.462025765,9.92824859,8.574847476,13.26982021,5.537633499,0.702402986,6.346053091,13.35094645,11.85633252,5.205210492,-2.480992747,-9.181371924,17.85123023,5.610735931,2.653153762,-0.019583976,9.009302874,4.325345563,6.808487091,10.8407876,3.815659166,5.127005876,-14.98729651,7.921315883,20.51403891,8.791993922,
Monaco,MCO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.415051339,1.661098087,-26.41271063,3.127010164,9.541411189,17.2066232,18.96714866,19.2166303,11.00436255,14.66352176,1.094818221,10.51037728,3.404065098,-12.09501345,13.72719759,29.82867454,-0.112053007,12.65012422,0.935586231,2.570783221,9.317141605,11.09361415,4.136533702,8.176992076,-14.86629649,17.52795445,26.73463338,5.188014336,
Madagascar,MDG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,74.31839888,-1.562602586,-7.936333745,8.374494678,11.36335338,3.265615823,3.754782295,11.04753382,3.60202854,-5.96018008,-19.89433533,-1.318718734,4.454236566,5.970214572,17.5050634,-23.28771204,5.357300197,10.59329259,8.428844279,-32.38403022,-22.65276208,-4.285545662,-4.438459677,33.58287479,0.787707581,-3.311073274,3.928581112,-5.253942588,39.17773622,-9.059312709,2.153092548,0.514631183,5.433524556,10.04730194,3.46755403,4.18272511,-3.708296755,-4.442631496,15.4828316,13.39346919,9.60694896,-45.8722083,39.04864789,9.785855671,1.832214782,17.34193166,30.59687585,12.61559581,-24.59347629,5.684991513,6.445666049,-4.961504853,10.58238188,39.35543709,-0.641908174,-0.980121657,45.39597085,2.449297779,10.912191,-36.63572707,55.00684883,29.49952492,12.63930937,
Maldives,MDV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.054029021,4.846726621,4.991281825,9.660590243,3.968133441,-49.23778019,129.265424,18.06524244,4.361125615,
Middle East & North Africa,MEA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.278671737,12.62765707,10.98045611,8.078414592,5.492137567,4.535994228,5.293488877,-7.57220968,9.961963677,4.225049287,5.826401539,1.607345713,0.419090455,2.331677997,4.653942963,4.309986502,5.586003629,-2.128903879,-8.024110347,5.550894036,12.99613927,5.031379952,
Mexico,MEX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,8.842116084,6.207556923,2.714800152,6.899069348,51.76826419,9.630570042,-5.39804389,5.007813877,12.33119756,4.275495717,2.846538461,13.94161431,10.91278108,-0.219106036,2.270193575,7.275223997,18.21728955,22.76243672,18.69947532,22.20196372,11.36767318,22.55840135,14.22283462,5.753443011,-4.461343466,4.490581057,9.490255819,5.762987013,2.269487992,3.644939967,4.584712453,1.68376808,3.737295145,9.743417206,25.47409963,17.32227847,8.662431738,8.227990001,6.821484534,15.27046358,1.836616458,2.738689064,-1.771773125,5.76184463,6.372112195,8.698485352,2.519500898,-2.055083806,-10.1037804,23.08007791,9.286779598,7.917682225,2.701706123,7.572230041,7.029455481,3.06730776,3.197518913,6.527120516,1.164262997,-7.018632726,7.085646077,8.885097413,-7.364512812,
Marshall Islands,MHL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.965568658,-28.67952442,10.48574782,-13.89461923,30.93707871,35.48928859,16.71450519,-5.254722675,-0.820578715,12.04753744,-0.871233558,-11.68802885,-2.956375385,6.00716708,11.90951827,-4.716844126,22.2399053,-18.87630946,0.478258698,
Middle income,MIC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.09940862,21.49628611,2.753910478,3.41087777,-3.310556346,-12.89069513,29.30055648,8.452520686,6.853103872,18.60049268,-14.19353478,-4.860906321,0.334504314,17.18949116,17.9281862,12.13360282,13.79101254,-4.668121729,-13.89071808,23.6801622,16.13738164,1.95193522,6.094058354,16.47941575,8.475583989,9.081231909,8.346794789,12.80513278,8.876702648,-10.93191698,14.27845671,10.60033296,-0.625097022,
Mali,MLI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,-6.796398694,13.54463112,-0.918930013,36.01129596,-10.07221675,-8.799661912,9.648716328,1.60160573,15.74762217,23.80700834,-4.394567205,10.91948287,25.3877627,-21.34058062,-10.54959022,13.69605607,8.672745639,6.848886131,-7.425650633,-0.638590481,7.473887173,11.10396253,0.092637451,13.21837172,8.476928388,4.186309306,6.909325374,10.01793608,0.444649042,28.48565206,-0.522348248,16.41708982,5.015478512,44.3124344,19.6653648,-9.299675404,-5.701902743,11.90142304,9.627660555,-10.41241335,0.718748452,-11.0542015,-0.248935258,6.16826345,8.753965382,0.825640631,2.19046609,10.4,-2.031745211,11.4,-0.099999999,2.300000001,0.499999996,-1.5,18.69500865,0.899999994,
Malta,MLT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.22081673,8.237622059,-5.587791114,0.475669305,1.69676149,23.13792535,7.008915876,6.194994607,-11.98369005,17.66427508,9.061189681,7.526391242,2.363493122,6.092001658,24.04017857,8.068202267,15.99240677,13.19025231,7.19254745,5.957416599,-0.353427916,13.69417829,4.65625154,
Myanmar,MMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,7.685401596,17.07363625,9.999110009,-2.145956136,-7.216316779,9.026638846,-4.902765872,-18.88061695,-11.15652884,-40.34338496,0.4479148,29.6541617,12.90375465,-7.286903331,-2.044947075,-6.273746626,19.2204738,10.3937909,8.079610719,13.29107262,10.02757125,3.719147331,5.591224053,7.03943919,-0.275981016,3.01545257,2.021183727,0.293492884,5.44355534,5.286872588,2.227651222,3.797503174,6.118473176,6.831886823,6.993635547,7.297416225,4.268768862,4.809594521,-7.604978387,14.84028683,-11.20339186,-0.826871203,-3.757760488,-1.889293456,5.173033125,4.872787876,16.11175458,8.768406378,-4.545731228,-20.45299737,3.113360474,15.45549662,16.85791882,
Montenegro,MNE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.97829966,1.659065126,-12.65771045,7.494236096,14.62816292,-0.340236787,-1.339355252,-0.715364706,5.743001494,5.942097437,1.793556042,6.894766057,5.800517372,-47.64375876,81.86063633,22.68551259,8.961430566,
Mongolia,MNG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2354992,8.304896966,12.83945878,53.16651513,0.121671373,15.51616262,3.691530313,6.070621845,11.97702033,-5.264629401,-14.63466558,32.27348251,33.16147456,
Northern Mariana Islands,MNP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.128718883,8.169727676,-16.97892272,-19.39351199,-25.45931759,-36.26760563,-34.43830571,2.528089888,-11.23287671,16.97530864,4.221635884,4.050632911,10.2189781,77.48344371,20.39800995,-40.70247934,-24.56445993,-74.59584296,-58.18181818,323.9130435,,
Mozambique,MOZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39261056,3.757405745,30.29531385,1.556736435,41.19270087,8.553521285,12.28293859,-0.561668462,34.58159154,58.05998297,32.86918662,19.88259578,24.36569798,5.831699793,13.07287524,15.05257793,5.077845488,14.88221785,1.371148307,15.36087945,10.41094433,2.008686598,25.77358339,-5.40963242,-6.666232723,3.246890659,17.27201116,-2.673984981,-15.1589721,16.75705609,26.50580981,-5.346838157,
Mauritania,MRT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,3.54610377,88.35616328,130.9090826,6.141734303,6.692315244,6.228632109,3.426881001,2.342066396,4.413734741,1.573925077,27.65999849,-7.636118417,9.496778435,-26.99900474,8.920715289,-5.189946163,8.062708426,13.84877462,5.354466941,23.07803051,-8.247061404,29.74137728,-6.571232586,10.30628158,2.285860449,-8.582688667,6.575545018,-9.107431154,-10.97096955,6.300079095,-3.555365908,-3.896941211,4.925915948,3.966433528,-1.041478733,-16.48231982,-8.069654086,0.967071467,5.470663739,5.411299967,-7.333117913,-21.40813482,26.5682746,0.026584801,82.83287605,-5.566141053,-1.688984013,2.283975903,3.17476921,0.037781727,5.949673197,1.178640248,2.71386292,2.59600157,-0.44428342,7.10217132,1.777609506,14.25977954,-9.166035617,-12.85565924,16.79999995,3.5,
Mauritius,MUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,13.48408684,-0.332103102,3.295075732,1.899641572,-4.994723726,9.99629758,0.922409118,4.121863627,11.94492263,26.96801968,18.20053276,12.09796028,3.103074499,8.199170162,4.356038554,3.312376344,6.698825907,2.920035348,6.817226658,10.54814632,3.527227954,8.32834082,1.379743773,4.264613252,15.203767,-11.84938241,-1.705932288,-2.363887992,13.54623165,4.787972051,1.464960757,3.024585108,-1.661360897,14.06831598,5.245635695,3.573219531,-5.926125046,5.713146409,2.356432615,-0.052020215,0.959195976,1.231655477,-2.724651177,-28.65851176,11.49566511,36.84521279,0.187616479,
Malawi,MWI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,5.534501377,4.807247626,5.852565797,-3.474958741,8.29325467,6.244947922,5.358502069,15.85908572,5.375673996,4.953714001,1.557658256,2.023468074,14.19127423,15.92512734,-2.996510262,16.96170808,4.160636443,7.58943986,17.96610757,3.17003995,-0.83115839,10.6771855,12.33786929,13.78321597,0.447482633,11.78666887,14.55713987,10.89846153,15.19379484,17.81914932,15.7703418,12.59579366,11.54253599,21.90672449,18.96452792,9.227955007,5.490640069,0.49115366,13.16329779,16.06572945,-6.830162778,5.427334727,5.133872161,16.05826339,8.301906704,6.682157559,4.428579631,1.573082929,-10.87841744,10.41906977,4.179392921,-1.741856306,0.259247755,5.040280764,0.252695295,1.319478907,8.682999815,1.93299044,-1.044743375,-8.56065823,18.54320039,14.50865079,-8.074620706,
North America,NAC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,2.659181286,8.0451801,16.16744378,4.36245933,-2.651385592,5.224338432,3.434752126,10.41100988,8.318071535,8.350459033,1.331534398,-6.182854296,-0.538937588,10.89619051,3.683153487,6.778255148,8.796740493,14.34661582,8.909050068,7.846244559,5.503977873,7.04820258,4.89910974,9.750285714,9.946149476,7.658012732,11.15649142,3.948335552,6.354410356,8.47410273,-4.867310996,-1.155244024,1.122073558,8.614567621,5.804663419,7.442671876,7.054798888,3.618856179,-9.209111813,11.54184084,6.756095293,3.799957605,2.914395345,4.316818746,0.861924947,0.67043923,3.622441414,2.984709556,0.841096338,-12.37638659,5.772184477,6.730683478,3.23550762,
Namibia,NAM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-9.746886684,-2.959256521,-11.33519089,1.881799163,25.9910388,11.78017639,-9.179922579,-4.555163014,1.317511812,-11.04119528,28.81927892,6.321352141,10.70467175,-3.223251062,9.536153102,2.762077773,-2.702842722,-0.696849799,4.436822556,-0.840894714,-2.6700527,16.2352957,8.850125698,5.375227861,-0.829990398,15.3457455,6.374937432,-4.355010086,1.783350265,2.766020241,-3.294557968,1.005710904,2.799122654,10.47938102,-11.97306836,-0.608453008,1.945257786,16.08565953,-8.742136332,-16.55341205,-2.097404404,22.90347799,14.05666948,
New Caledonia,NCL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.4211442,-7.354291265,0.15604207,25.0200046,-2.307534761,25.06670342,-4.580658686,11.3759045,-11.31560731,11.59655379,2.061603483,-7.952552387,1.077148581,4.421769809,6.578491156,5.535102443,2.699875248,15.12367873,17.98637402,19.7297198,-0.905191892,18.93505396,8.934935917,-0.50254969,-4.707995617,-10.00565764,14.69534597,-4.255780034,1.107585688,-3.822697835,4.143140961,14.22172003,-15,
Nigeria,NGA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,5.174437211,20.94745384,25.78210183,18.72374475,10.58691378,-1.518537321,10.37852611,-0.397131311,1.594858929,5.829120207,3.732385159,31.11055032,-0.89819879,1.412918573,7.379508464,3.986088817,-2.817082584,9.028605047,14.43602125,-40.59950964,14.87508186,-8.048161138,7.076836382,-20.81513062,-11.70540403,-17.62860728,-2.199543029,-3.425225055,25.50688378,15.95856866,-15.95880684,6.364273871,6.542632157,14.66944377,22.07251282,16.2275884,14.36280076,5.882022437,12.24877993,12.51461056,7.349836227,-3.511624168,9.176664987,17.10546386,7.669463588,12.49430228,9.618645208,8.116667894,0.040874719,16.31823857,8.258527828,12.39635158,3.815373759,6.448124575,-0.983949148,4.594887729,10.12989925,-1.617212948,6.136754569,-9.03297346,18.07830898,8.56958105,1.263283283,
Netherlands,NLD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,11.3904104,10.64798767,9.885495944,11.64655643,2.856794806,-2.965505362,9.196866764,-1.359032939,4.213797772,7.79706767,2.554330567,2.863572402,-1.047510037,2.277886066,7.740265486,4.45678417,2.047061945,3.785564631,8.901012395,8.611660327,5.658577071,6.608072706,2.943401525,3.968518142,8.669594557,9.208822095,4.057205124,9.633374643,6.574009549,9.041331854,12.12336525,1.452825637,0.535856468,1.806344097,8.195420564,5.701096742,7.225239271,5.436178023,1.672318387,-8.691470695,9.678823518,5.685998683,3.715029112,3.017609923,5.149142692,8.370904728,1.963218391,6.928040563,4.921667366,2.756896978,-3.83098023,6.858965692,4.414949147,-0.536163689,
Norway,NOR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,1.370056626,14.03262586,7.703351358,0.690665397,4.258135847,12.62767561,2.41464646,10.522623,2.137347347,4.525215397,1.8023606,0.44538215,7.091258184,7.651545827,7.315116385,2.222321271,0.949753445,6.203665892,11.17199256,8.102751024,6.193624405,4.70661342,3.111382256,8.304521482,5.386676511,10.07458257,7.714617975,1.311111684,2.94575555,3.903655275,4.5809048,-0.582161284,-0.332864349,1.157395146,0.557850843,-0.570985699,0.779564941,1.108118174,-4.333524076,0.340712909,-0.513929827,2.056112994,-1.651250193,3.833927488,3.926214672,0.38775162,1.595504209,-1.537398416,2.115683886,-2.328670984,6.091205185,4.499516386,1.443264369,
Nepal,NPL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.18875397,-4.745948087,12.27609116,-3.034455091,-1.293720936,-0.944865795,0.727010222,3.87243738,-10.43884295,-2.114313196,20.19296149,12.94778265,17.83581914,2.315979357,-17.3059182,8.855303757,7.694145508,5.543507178,-15.88213871,-21.31947894,34.06006331,3.264633071,
Nauru,NRU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,7.297435403,2.065675496,-1.947499933,-2.716383477,12.76020774,11.08547351,-0.047942868,2.406078109,4.402466671,3.170091685,2.304517864,1.558404239,6.089140084,9.375408949,1.659051879,4.594372347,7.308131378,2.125410704,-1.977549574,9.311955476,9.235977493,4.585363986,7.146131906,8.496557656,3.777535345,4.201386757,3.411897926,3.415995468,8.303818377,6.058622781,3.286815918,7.532063729,2.68169425,3.17244165,-0.442599881,3.468783406,3.923491088,-2.685550256,4.036074297,2.820963674,2.294144576,3.041346531,0.135515479,4.650778873,6.241917266,1.555635243,3.55179976,2.832905474,-0.248445435,-17.63127491,1.393275121,5.985863035,8.593725233,
OECD members,OED,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.080266749,7.683159781,11.24126286,6.390876627,-2.754568484,8.997467827,5.96861911,6.237827952,6.717709504,4.564530319,4.807273843,-0.22142715,2.561690788,9.495874182,4.631925018,2.475321085,4.809772332,7.931209785,7.556096982,6.495129195,4.734067009,4.945446964,2.678945296,8.869083055,8.95431051,6.557371096,11.2951622,5.436189549,5.30420882,11.72446408,0.827652841,1.751555561,2.156011588,8.699372214,5.983684902,8.583608773,6.504845341,2.143796461,-10.65506565,11.43215283,6.47368073,2.784623855,2.650537951,4.17664909,4.342912127,2.561733207,4.939561421,3.58661916,2.090600748,-8.977510825,9.276667783,7.008096729,0.761261402,
Oman,OMN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.874460471,16.8251516,5.45071782,-4.841766906,-2.736437103,-1.947515963,19.44662839,-18.63755435,-1.87784987,9.12755255,-0.982892488,14.24910972,3.846568985,5.626940716,10.49138991,0.371815495,-1.253278766,-1.922310142,-0.807929273,2.812974433,1.93648726,-14.62972653,12.15918036,16.48124712,,
Other small states,OSS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61033406,4.146147335,0.873934183,4.491439104,6.522833764,5.738585901,5.119427519,0.470976825,-6.157713626,9.861076056,14.19596735,8.074857168,0.526098552,1.697351079,3.269535677,2.330177943,7.234475611,5.28738954,4.540363646,-7.330465079,21.16659079,12.87675715,-2.355146102,
Pakistan,PAK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,2.993079102,3.076538524,38.9665181,-2.522624695,0.555478642,10.71320315,4.841004934,6.72488983,9.059728258,15.83699874,0.888186938,-17.18437484,5.746911083,-17.27392681,11.54682957,14.15251708,-17.58210026,12.75724782,13.30941917,19.50688334,18.24684092,-5.984815186,24.57253416,-3.69210037,-0.360031031,32.80837916,11.98963795,-4.31256943,13.77469376,1.124973794,33.46522988,13.82098063,1.317358073,3.110662868,-3.075315016,1.994558492,-6.535973068,-5.729972087,-2.850317059,16.01600127,13.34942149,13.1280605,25.84721717,-1.353847151,17.58932824,11.11064556,3.060358704,2.383906362,-5.61530647,7.854093685,2.77757371,-12.92572345,9.152644816,-2.482942127,-3.829343616,1.449915603,2.471341456,10.04060752,13.17232634,1.515410229,6.521199155,5.939127761,3.192906534,
