Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cameroon,CMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-4.260246527,-2.912625097,-11.58334369,6.880339573,3.755119035,-0.338989516,0.54000088,4.329350932,10.98430917,8.944483607,-1.750099684,5.000287628,2.609109889,13.66825804,-10.2910944,16.08515471,-11.92272492,31.76937208,18.57375815,30.68180793,27.3987165,-15.79730486,19.58116281,44.27405909,8.912332266,-13.85123805,-12.03299937,4.599756588,23.17223971,-9.826537657,-4.100002661,5.300000715,-18.73410618,10.88915396,15.40294851,17.14673468,6.739019599,-7.076067036,-3.817582077,9.841394395,6.309494483,-0.263272447,-11.8131643,8.94036886,-6.179781588,9.655355911,14.29280011,-3.2304097,-11.99150722,13.18433338,5.095440139,1.225942664,3.255863515,11.23918545,4.768816995,2.756806186,-1.570903989,2.129363229,11.2229548,-14.36107682,3.483530851,2.897335512,-0.080070255,
"Congo, Dem. Rep.",COD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-9.75525758,-9.834185664,-14.52345423,19.08291665,-12.74013069,1.254661085,-4.992934014,44.03130133,0.520781777,13.29416304,11.44778919,6.702458034,9.442362699,-7.739915466,-6.241436533,-6.271371571,-0.295980271,25.08611439,-16.23911094,21.55223444,-13.47426494,-10.21288844,36.44956174,68.37717126,6.786745939,-5.974686604,7.964886724,1.832806812,-5.970148434,-0.980387899,-17.11456704,-41.75199403,-8.886720852,-7.502672626,20.39999619,15.39999654,-22.11221321,24.15254574,49.48806001,-3.626106619,-19.49458484,82.47384155,14.74503379,2.739603784,12.99835838,-9.366854271,26.73,4.684999999,-28.28055238,40.02547833,25.07110186,11.83083644,9.071434914,21.38688213,4.097902381,-0.875603936,7.344238952,14.24457963,1.442734799,7.996419419,8.231802419,18.91340822,15.7240512,
"Congo, Rep.",COG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,7.50000109,73.64341166,19.19642832,9.737827848,0.682595142,-9.623532503,10.18538992,28.99148702,28.99016283,29.54549711,3.508658277,3.578176125,3.4545503,3.514912411,0.169764346,3.050940203,10.85508338,9.643859493,4.465383401,21.76182509,9.255447424,9.139499369,17.26235742,9.792477317,-6.497342015,-3.474415642,0.392670127,13.03780968,7.670129969,7,-5.991437552,0.710524764,7.955153652,-2.638391558,15.41619615,4.155392041,11.91827409,8.969203878,2.202086942,-1.210697657,-5.677850311,1.277480822,-2.50565561,-2.180697398,9.915286976,4.052998616,-17.03207511,4.478556011,15.96344001,2.820057666,5.857599011,-8.423970768,-6.878882531,6.67117088,-4.533372792,4.872837761,2.113638364,20.60769594,-3.742067047,-9.402130872,-1.000014342,-0.731218044,0.990558958,
Colombia,COL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-6.667605314,8.100064223,-2.414264657,5.823001105,6.410399731,-0.732978608,5.543400974,8.897986676,15.91833821,-5.507317777,4.568362518,11.88482872,7.555052169,-3.342137514,14.44160669,-3.189912138,-4.499218158,25.16964316,8.352999877,5.106600123,-11.8330373,-1.557946197,-0.892260256,10.30519114,14.35185763,20.70523524,7.788356344,0.250807365,8.404873071,17.59352881,11.95906874,5.585878187,6.219843311,0.042863939,3.560838214,9.603018028,3.151398102,7.375476343,5.923905693,6.146448189,2.810876871,-2.377414561,7.360295716,9.808607595,9.170826813,9.518297872,6.219887476,2.036755238,-5.206301862,2.062365114,12.25754177,4.47327653,4.676889376,-0.288954532,1.658029415,-0.208836234,2.569366531,0.642348451,3.084097741,-22.45926524,14.63412282,12.30325311,3.38961467,
Comoros,COM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864923665,6.383621096,4.821029479,4.11026127,2.280373834,1.867213324,1.637988862,2.687520141,-3.180676786,5.091391872,-5.395598928,8.530923182,3.005937808,-5.276682172,3.610129711,-1.291668596,4.030334351,1.282668772,1.924123459,10.84808133,2.332927991,2.324785314,2.104103557,1.919601747,2.837400476,2.646903785,-0.808854344,-1,18.90000016,14.69999992,3.999999815,-1.599999916,10.8000001,7.06635368,4.534640934,8.669215644,11.7931107,19.2378632,6.837165596,-45.92588168,48.17388963,22.64335028,4.956268159,
Cabo Verde,CPV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.741266542,-16.88929583,6.574317668,10.75686437,13.73276778,0.423445523,-1.465847125,13.5414689,8.916441208,9.76994673,13.4010917,9.190774107,-56.54325602,-2.861440708,78.93147464,-6.120822964,
Costa Rica,CRI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-1.044932079,11.40443506,28.95057549,-10.28037383,2.200374532,21.70178653,7.452714783,30.76451528,9.884811144,14.47464651,7.794282063,17.35071863,7.731481481,8.379888267,-1.9717396,5.420113989,8.155150167,9.939691034,3.259115848,-4.343750006,11.11936087,-5.457704124,-1.311734939,11.27502936,-3.992791868,3.627929426,20.94858592,7.370087506,16.0735634,7.901467687,8.902605873,17.06782029,8.094809545,3.941271885,11.01838603,6.256558123,8.69545785,14.45886576,5.118522428,2.240459977,1.702018285,2.680096878,5.671028647,10.38334176,6.011897539,8.041497259,7.522935853,2.172059317,-8.461752654,9.327452511,7.04810415,5.564272466,3.311533497,4.96433605,2.888311943,9.417271898,6.954924489,4.890960796,4.261470047,-10.63285632,15.93392165,18.5008765,9.959313934,
Caribbean small states,CSS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,8.58268284,4.837318869,3.445136266,0.962226791,9.452406924,5.44708875,8.781560841,6.607756271,0.902555174,-4.869837232,19.950259,9.252321486,5.13303351,6.68172515,2.408023834,1.518396372,-1.679450824,0.524955186,-5.047532512,-3.580793709,-3.526584392,-5.916165933,-24.92509259,9.119648778,4.331925235,24.61188297,-4.910826426,5.758816537,12.82128138,14.07412327,-3.598253275,-3.798997403,5.782270216,19.04366233,47.49970917,1.323869078,13.796286,11.57254952,3.117884043,13.79310345,5.456038215,0.438813787,1.740539779,-2.839728494,-0.099800399,-19.73740545,0,-2.355974395,-4.598015114,-20.54781447,-9.117117117,-2.431932329,,
Curacao,CUW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,65.24098028,22.31132997,6.140095045,20.75259196,10.81395669,14.08184332,7.91022853,8.165696532,15.0985143,-1.081752717,-1.688813211,13.70036865,13.53559795,16.69939324,6.682873083,-8.463298514,19.86026447,-2.834784888,8.193618254,18.54211486,6.413287515,-0.022521465,5.823189758,2.431276534,8.770769918,1.761191276,-3.500342002,-2.898775076,3.191100575,3.091514987,2.302912251,5.363145949,-0.564717326,-4.654528037,6.328567344,7.01563324,-0.574726788,1.122382934,6.292091144,8.924320734,7.220089155,10.98228316,7.219975816,8.724759621,1.636082948,26.24395487,23.76175389,0.084296724,
Czechia,CZE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.049519277,9.549792703,15.82318386,3.790479818,18.8203479,2.506186344,7.563891518,9.638068306,5.171570712,14.77835243,9.431929594,0.910499641,8.820423764,29.67814782,18.15088055,14.2854848,11.02904627,4.212347533,-9.827047705,14.65750677,9.162518033,4.281161452,0.258605077,8.726342033,5.911733156,4.137442636,7.102754532,3.501775965,1.311570133,-8.516125798,8.153089428,5.14899739,2.725189669,
Germany,DEU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,2.354016083,6.182798544,10.71730081,11.78861705,-6.136363866,10.29055717,3.995610855,2.765459662,4.971242811,5.459881573,7.218407025,3.703706888,-0.500667525,8.85608713,7.457626407,-1.190133763,0.74009663,5.661191298,10.27948146,11.3487467,11.02475757,-0.343321762,-7.610397941,7.762712929,6.480024569,5.760707618,12.12290541,7.523667542,5.074143243,13.56119044,5.4757279,4.013254972,1.646017852,11.12658854,6.549671115,11.94117699,8.56542224,1.548887018,-14.50190656,14.10453,7.902772332,2.58093759,0.474508258,4.349259126,4.873170876,1.98715435,4.103522891,2.486057018,1.900018221,-9.485879617,9.979999761,3.055101143,-0.299982371,
Djibouti,DJI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.892568186,1.339090915,-25.13039496,52.52605575,9.860969305,9.214873157,-29.70469117,29.54242709,-12.50517296,8.36452,
Dominica,DMA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,4.067574316,10.11547768,6.295828723,4.08984665,6.506072887,5.13812663,9.052267763,3.575695837,-0.639364586,3.514557166,3.691530699,1.52633647,10.96313623,5.640261395,8.730702664,3.218536776,4.643641642,3.345704472,6.103236232,1.374241782,4.912229399,9.186013557,4.720157361,6.572927451,6.16886468,0.270817244,1.229242515,8.235617751,2.717474423,4.661446982,4.509900184,4.102225809,11.27558622,12.61293906,3.357924317,4.352310874,-1.208783424,3.02537867,7.932427703,10.3333498,3.637782606,3.869885278,-9.165510272,3.026119764,7.44666715,1.2594705,1.389624444,3.01928722,3.232257034,3.661753254,4.805744704,3.404115796,4.417063042,-6.359772191,8.814529551,7.190303422,10.44721597,
Dominican Republic,DOM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-7.044076858,12.1338898,-12.10613353,1.603770516,-18.10584883,9.100857713,11.8455161,3.692479961,11.63522248,11.22289051,15.15817125,31.28374045,12.15650343,-5.590687325,3.267659801,28.30385406,-0.87443446,0.458808053,24.57508444,-18.05804406,8.362653016,-12.6045744,6.309210107,5.07842863,0.03391928,-6.820757874,13.05895145,-9.951794194,-1.684392371,-0.904847335,6.600000076,10.05571812,8.776891644,6.392633421,8.41196789,6.78404052,11.64076028,3.006778699,5.337511597,7.818323573,-7.27520162,0.701817719,14.29082726,4.244610133,-3.487512531,-1.326232129,1.067497311,-4.617873407,-8.473314156,16.06457245,7.297560975,5.547130363,9.048404258,8.734873102,3.067779811,7.492882514,4.854286926,6.054893507,1.536547995,-30.3186933,36.16739065,13.69534952,-0.498935333,
Algeria,DZA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,0,-65.51724086,64.99998866,3.030307353,0,8.57908875,2.962965526,13.42926173,9.09090284,3.875974884,-25.9328371,38.53903623,5.454546519,-6.034481657,0.55045743,3.467151895,-0.52909914,6.02836802,7.190637631,-12.94851675,0.299998923,10.19999699,6.200004182,5.700000536,2.599997551,-0.299996927,5.999993564,0.39999861,8.000002154,3.400000229,-0.899992255,3.899991697,-1.899993133,-3.400002349,6.299997136,7.500001873,6.300003645,1.699993239,6.005075114,-5.341663553,6.399999999,5.7,7.5,3.2,5.9,-1.8,-0.2,-2.1,-9.6,-0.6,-2.7,-3.7,-5.7,0.2,0.5,6.9,-4.3,-3.4,-5.7,-12.2,11.5,-0.1,3.4,
East Asia & Pacific (excluding high income),EAP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,4.964481984,-6.207957975,11.21237852,6.03999489,8.920441439,8.288716074,6.086662547,7.469898312,9.918555774,9.028951525,5.772069639,13.4818556,9.244065468,-0.596468519,-3.706694761,10.09793816,2.962269043,-4.052380524,0.240060482,-10.6408821,1.267416688,7.443504265,6.810863105,1.523072872,-0.505734013,1.374906694,9.798615136,7.357187057,6.531533107,5.728454245,7.048016621,5.581769548,6.997209147,9.436727552,11.66918054,8.800026903,6.866049871,4.872538232,0.33815954,12.80277533,0.094358561,2.580376105,6.925556483,10.36163136,10.54702576,8.451793654,5.02696617,4.140336119,-8.263302452,13.63167231,7.449424401,4.346668213,2.898526112,1.947070701,0.674768215,3.304163941,6.662107167,8.023426406,-0.144478478,-11.31971454,15.38229534,12.36042086,0.397146421,
East Asia & Pacific,EAS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.199906,-29.05600579,-6.322691077,5.495160058,1.567868733,14.95179756,7.59409988,3.099811314,-5.02985604,20.45168914,2.582786113,9.230319764,9.547077449,15.54624152,0.035893843,3.016527079,6.768381196,4.460599324,-10.41004677,3.954709459,9.918443184,6.721934508,1.409409036,0.645058051,0.210752377,-0.209329888,10.23255842,7.449213332,5.461894711,-13.07955607,16.99512939,5.099968992,0.56931901,
Europe & Central Asia,ECS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.209286384,7.726261076,10.56485305,6.329667872,-3.778822628,9.519981327,5.876111705,5.256216129,6.239149457,1.552306405,5.342515077,0.712933725,2.872900591,8.563724296,5.1337302,1.299901041,3.533509196,5.271325977,6.816366247,3.772041581,-0.63677944,-0.542284755,1.086983278,8.689976619,8.355463484,5.817545348,10.49144382,5.788802112,4.846119766,12.46251444,3.592720617,2.472558057,2.208145738,8.365200189,5.63926927,8.566253461,6.085915714,1.604366352,-10.82562317,9.700992089,6.212116383,2.07791048,2.643513676,3.332649517,5.706096195,3.322516653,5.626229133,3.710360988,3.028202479,-8.444998192,10.52978125,6.648028288,-0.056399659,
Ecuador,ECU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-4.065399925,21.11162295,-8.176977733,3.741543616,8.623902015,3.781767186,7.285534921,2.654257743,-12.19877932,0.187616826,10.52472425,81.7491538,110.6318409,22.72492165,-19.26844803,2.631555756,1.476669019,6.466851764,2.902418848,0.378463874,0.84304366,-4.897561602,-1.696338372,2.74079642,7.477549765,11.61716023,-10.13776705,37.41952247,1.333243376,0.629559117,16.67498063,5.516265411,6.202935485,12.89168232,10.3588339,-2.122592443,6.985952292,-4.736616535,7.630833128,2.536168471,-16.99757457,2.107435154,7.609502386,10.17782066,8.407116044,7.172960336,-0.122501813,4.365131128,-6.756760989,0.512209087,6.486540017,4.912968698,2.683766812,4.805326063,-4.80516614,-4.980903443,2.619051069,1.850590854,4.929098764,-3.905380446,9.410370022,7.288683258,2.329456421,
"Egypt, Arab Rep.",EGY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-6.735395187,-8.106116434,23.01523657,15.48239896,0.056449329,4.456981667,6.805293002,-34.56384323,15.34003091,9.892538811,5.110497238,-1.752080599,4.413731613,4.696840304,23.29959417,12.3846074,40.64605445,2.677341034,14.3541893,17.0123189,29.69853157,-10.4123982,7.46778503,5.806451613,1.100535396,1.853486319,-7.163489313,11.17974058,16.66666667,7.142857143,3.333333286,12.90322587,1.249335966,0.522398742,11.29063523,1.780302812,-0.946987595,-2.653061195,9.16142559,7.028999366,3.290676457,4.973599021,13.83285303,25.3164557,20.2020202,21.2605042,23.28482328,28.76165113,-14.51223716,-2.983870968,1.246882793,-2.298850575,4.515659141,-10.94076655,-0.039123631,-15.02935421,86.04329802,31.59045363,-2.685864599,-23.65912648,-13.84644055,57.3437162,31.37185175,
Euro area,EMU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.68416884,9.431624864,10.56413342,7.214277721,-3.861342644,9.975971842,5.660414449,5.984597773,7.265306755,1.36574269,5.590681465,0.804398862,2.933352641,8.42689831,4.226088152,0.58107394,3.419125521,6.854433258,8.75618365,6.755686401,5.407456402,3.714901662,0.635906576,9.167749596,8.6290563,4.959766124,10.95085565,7.104611693,5.577949483,13.01741661,3.926849318,2.047709027,0.912964677,7.866682593,5.193428818,8.387166086,6.705428393,0.590879152,-12.24076708,10.91261439,6.391649137,2.147223819,1.998042947,4.498371521,6.881538532,3.055749429,5.685953483,3.388353859,3.156783048,-8.765761886,11.4392768,7.360600429,-0.808768579,
Eritrea,ERI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.93595043,-3.722031122,-16.44237909,58.53587329,3.435538376,-40.01785759,-39.47603047,1.301692732,16.19748193,8.726080176,-25.2541382,10.3274917,-1.030017907,15.0985733,-13.12995818,-21.37305017,36.21358061,17.49610905,575.7404561,,,,,,,,,,,,,
Spain,ESP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,14.2016107,13.3997093,10.00138777,-1.000063066,-0.401518004,5.000800171,12.1000663,10.69885034,5.600983696,2.295028778,11.29160041,5.565657697,9.613370946,12.03839293,0.667172739,0.233468643,5.265234394,3.816983558,1.431812733,4.692346313,8.247005039,7.508037541,7.836318982,16.6696765,9.401463916,9.988619468,14.39050858,8.127518351,8.024524711,10.41927475,3.945357066,1.436230354,3.500903878,4.281019524,1.836948143,4.68201336,7.665494659,-0.892176908,-10.79503798,8.978671492,8.205889624,0.945520284,4.289528518,4.505921826,4.351445535,5.392460925,5.607181496,1.66138112,2.264515594,-20.09903039,13.38805061,14.31320372,2.780087799,
Estonia,EST,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.518754105,5.411555445,2.573137148,25.42720599,13.16093831,0.474174314,-6.950073081,6.332820992,2.820673291,10.17253437,17.29231735,19.92238558,9.52944284,12.61543622,0.897881119,-20.30854817,24.21722673,24.17301597,4.826272625,2.800318526,2.640410826,-1.505824318,4.825691669,4.832047309,2.895873109,5.034486496,-4.117140903,22.12518113,5.041793422,-8.97596429,
Ethiopia,ETH,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.36141865,0.275164833,2.82186566,-11.21872984,-8.141084754,7.665659056,5.409105904,-5.779846884,-5.398958956,18.95178148,10.99919373,-0.753902598,
European Union,EUU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.586689338,9.095125114,10.65014661,6.987466235,-3.996110172,9.484822836,5.417124168,5.901486292,7.341718728,1.434574482,5.620913942,0.963591032,3.423173822,8.228772366,4.603477798,0.727120805,3.879086231,5.638761645,7.274704783,3.527740899,4.35203024,3.59551022,1.060757929,9.261161739,9.044846577,5.212115696,10.89198424,7.101431273,5.539733098,12.99223688,3.916227962,2.286105174,1.506138889,8.282544516,5.828109134,8.906158575,6.993925018,1.167318175,-11.89978394,10.86163472,6.626303318,2.102600379,2.221902113,4.686786128,6.663912677,3.511919672,5.782166652,3.602675983,3.435084929,-8.231502802,11.3039154,7.387985437,-0.047087428,
Fragile and conflict affected situations,FCS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,-1.155514093,14.48081424,7.220692059,0.110736781,-13.14028492,14.39598393,16.0425049,7.777292452,9.65066441,8.100128908,5.803259604,-1.870495681,4.328082077,6.529098823,0.63559322,2.56641604,3.328120418,3.528354538,1.69034675,1.406172784,-7.894736842,10.37518038,16.6688456,13.28626924,8.75070065,5.763575175,14.02648779,8.871961184,11.33561169,16.10494659,1.822079314,3.984210526,-1.008925107,8.741669933,6.949625404,9.813001934,8.986814712,6.601278378,-20.11325913,6.177117633,2.027274081,0.236262278,1.162636722,-1.791978638,0.243912192,4.186943226,9.027680292,1.713623541,6.847186899,-8.501082426,6.040916261,4.220411607,0.155504431,
Fiji,FJI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,5.286490355,1.127987316,8.409700127,8.158900452,10.68326375,6.806188992,7.334674406,10.7823503,15.83143578,16.36489687,9.831432508,11.41543063,12.64140995,11.48574668,-3.198341742,8.586741028,7.882259563,6.128699425,6.497059984,2.788481879,4.814240801,-1.456243855,4.726051076,6.814641504,2.100534229,-0.703401599,2.995582188,8.598392418,9.890325206,3.568463427,6.488969277,5.872462009,0.295447985,8.108393671,8.629104303,3.98249831,12.81822345,8.585880875,5.011349938,12.66902761,2.891771162,2.070782109,-1.367908192,5.345666038,4.24479934,5.341077837,2.849012707,0.586061865,-10.46005742,8.54335645,6.527203945,2.640232682,2.602173411,2.743352316,4.525376885,2.112051135,4.406472464,3.767283514,2.078446513,-16.57201078,11.3257254,8.226257288,2.080964949,
Faroe Islands,FRO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,8.264464241,10.68701757,25.51724894,24.17582283,8.407078219,-3.616653204,28.79843012,5.899803668,15.54310511,11.01201624,5.844374934,6.383217026,0.666510094,50.23652073,23.55191784,16.56463521,-3.388746568,3.779129062,-17.79332442,7.161868331,-7.219532731,-1.792196005,4.250404245,23.4877022,-6.908307915,-9.213569774,-6.36942675,3.287981852,37.58507135,11.69618638,2.912874171,2.553001892,12.54087066,4.488728422,6.23100523,2.429968204,3.377956243,-6.226697294,-5.300126378,-11.20003259,-5.785749296,-7.356266348,1.801492072,1.330899935,8.422920918,-6.827799123,3.066051504,-6.085163502,-1.559880092,14.80963584,4.96696565,-3.639169038,-0.342579458,0.397083953,8.658997077,-3.296859165,3.879085498,1.357420277,14.00250612,10.0334922,12.83660856,12.91229918,-2.502850312,
United Kingdom,GBR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.918852869,1.075478582,12.30541109,7.313150861,-2.963271849,9.10614823,6.878462094,1.848927221,3.770938987,-0.301557694,-0.494338295,1.112930433,2.01288199,6.741049135,5.853191324,4.164219409,5.858684391,0.596060937,4.555602917,5.281097491,0.165923705,4.529827704,4.550800217,9.229266111,9.445678175,7.101692508,12.31190105,3.02976999,3.510502594,9.757164733,2.887908912,0.94433965,1.708226889,5.107766831,7.560222973,12.71064971,-1.560593203,2.724241093,-8.848466466,6.530666649,6.938237195,0.747971357,0.290664345,1.008750363,3.771007623,2.767935966,6.766092975,3.079441273,2.001040557,-11.79222089,3.230222248,12.56781211,-2.15576668,
Georgia,GEO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.64210967,9.343456339,15.45846982,-1.877413751,3.159723453,4.083235897,12.29998582,11.35750414,10.93391263,-37.55219369,23.5410226,37.42074077,9.491864124,
Ghana,GHA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1677174,16.74261505,7.620277981,24.67920601,53.84208277,15.18600876,-3.604920988,-0.956859033,17.62739666,2.893585271,23.79007568,6.616384567,12.733068,-12.78972366,-1.191232347,0.200536711,0.126175144,
Gibraltar,GIB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.90790378,-10.85383262,5.634045861,5.927203108,-0.944682028,2.95438164,-12.49624696,6.60606336,-9.118664526,38.26663054,78.83375855,-0.349235412,-1.903197425,53.17237959,30.378255,-5.33052593,8.000000228,
"Gambia, The",GMB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.880032248,10.31779918,-9.443224871,-18.18830216,16.5649516,-3.620044345,11.75274841,18.00325123,-2.337723954,10.85691178,-23.4633785,-12.61166151,51.07687147,34.49536866,-6.33437919,-49.93906434,-26.80332174,9.024191862,27.03134939,
Guinea-Bissau,GNB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.79005102,63.17811152,21.65456179,10.31461239,-11.70887363,-2.190673376,11.11025194,14.45137898,-12.39353725,17.77630927,0.980803238,19.3918329,-7.450697133,40.97066988,-13.33610706,5.143142408,8.027001678,6.698943383,0.805771079,4.329633645,38.20551231,-23.7125705,-13.30951601,20.08912786,-12.51148553,-3.031199773,
Equatorial Guinea,GNQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.705153897,23.94210008,15.38224689,-6.117562329,-0.15898513,-10.70496106,4.628857662,-7.583188745,0.49749501,-6.438591613,-8.973986076,-3.760846852,-5.662098052,-13.51684048,-8.12426704,-5.111065624,5.731292655,-28.94815044,
